cost:      137091.51418506

cost:       52785.86913295

cost:      121751.62315923

cost:       38620.30298504

cost:       52382.67658649

cost:       38169.35259364

cost:       38383.48297249

cost:       82133.64421137

cost:      102539.39200333

cost:      103685.28888685

cost:       92972.87138784

cost:       89289.83243586

cost:       90655.02096441

cost:       98384.25685686

cost:      102766.00649977

cost:      102142.00773400

cost:       77978.39906001

cost:       76498.91042852

cost:      124029.25607304

cost:       44905.81204813

cost:       71654.60671212

cost:       72378.49459779

cost:       62541.43803923

cost:      163194.96542245

cost:       71895.56295683

cost:      127643.15207478

cost:       72576.61998880

cost:      185686.97278380

cost:       85111.52505284

cost:       71372.49968507

cost:       72034.41040672

cost:       58683.95341547

cost:       59088.11070104

cost:       66786.11519390

cost:      162925.05594564

cost:       60407.33502575

cost:       58833.20604606

cost:       64103.70486168

cost:      117238.75735872

cost:       64103.70486168

cost:       64662.31965128

cost:       82520.85405338

cost:       82776.84906305

cost:       68201.31011772

cost:       63096.49743713

cost:       63793.62063898

cost:       81363.49744630

cost:       78333.89834166

cost:       63096.49473552

cost:       63096.49473552

cost:       63096.49473552

cost:       63096.49473552

cost:       76446.94665700

cost:       62872.06884600

cost:       63135.30083835

cost:       63839.09931600

cost:       60268.52096918

cost:       60004.80717352

cost:       60331.11166027

cost:       59119.36700616

cost:       59266.53497681

cost:       59007.82446450

cost:       58395.48673922

cost:       58395.48673922

cost:       59208.07540785

cost:       58652.55355316

cost:       52453.05839254

cost:       52409.96726215

cost:       51794.72374062

cost:       51794.72374062

cost:       52552.39012069

cost:       51794.72374062

cost:       52394.43033109

cost:       51779.37025097

cost:       53086.01098340

cost:       50386.74440755

cost:       49773.27661562

cost:       50329.09123537

cost:       46230.29852200

cost:       47208.04400188

cost:       50321.44145157

cost:       46430.20509508

cost:       46223.59912803

cost:       45686.37593126

cost:       53002.22823985

cost:       45686.37593126

cost:    14793926.24195655

cost:  1641851198.57192636

cost:    14787976.12506658

cost:       45686.37593126

cost:       41893.92989191

cost:       34137.77918888

cost:       45686.37593126

cost:       45686.37596085

cost:       45686.37596085

cost:       63174.28898835

cost:       45686.37596085

cost:       63174.28898835

cost:       45686.37596085

cost:       48239.93382309

cost:       55445.10603454

cost:       45686.37596085

