cost:      201470.46460528

cost:      201470.46460528

cost:      201470.46460528

cost:      116422.40808019

cost:      116422.40808019

cost:      123234.35973947

cost:      134400.41475805

cost:      134400.41475805

cost:      138862.29382221

cost:      138862.29382221

cost:      140621.85713125

cost:      140988.32668768

cost:      136301.95361137

cost:      192662.15367375

cost:      136301.95361137

cost:      143674.99982861

cost:      143386.41758902

cost:      283590.37957143

cost:      158266.08465556

cost:      158266.08465556

cost:      149733.33369540

cost:      143875.12781869

cost:       73220.49025338

cost:      784599.83000416

cost:       73220.49025338

cost:       73220.49025338

cost:       73220.49025338

cost:       73092.39615634

cost:       65249.25896686

cost:       95429.83312180

cost:       70445.76882903

cost:       70445.76882903

cost:       95429.83312180

cost:      191817.15844387

cost:       95429.83312180

cost:       73242.90690036

cost:     2241292.54116809

cost:       70445.76882903

cost:       62772.72306713

cost:      103794.75166282

cost:      103794.75166282

cost:       88442.77322864

cost:       85642.81356487

cost:       78421.71509121

cost:       62775.51556745

cost:      144562.39426295

cost:      142964.69144185

cost:      123170.07042043

cost:       63296.58007987

cost:       78938.53913803

cost:       62772.72306713

cost:       62772.72306713

cost:       91050.20635823

cost:     1060368.82287500

cost:       91050.20635823

cost:       52560.53809507

cost:       47929.23952969

cost:       61669.21970380

cost:       55448.84959859

cost:       47929.23952969

cost:       54431.37642944

cost:       58855.05346475

cost:       47929.23952969

cost:     6851384.31320229

cost:     7454115.22876632

cost:      152082.65194655

cost:      149038.08900253

cost:     8368935.36751917

cost:      152082.65194655

cost:      149038.08900253

cost:  6729333726.88219547

cost:     4294902.97688928

cost:       44467.02465710

cost:       43642.89434717

cost:     7788446.82639455

cost:     4111575.39875462

cost:     4013525.49401755

cost:       44467.02465710

cost:     3999588.89178231

cost:       44419.37769171

cost:      480010.54291884

cost:      490215.49037017

cost:      556947.96993370

cost:       56854.46398270

cost:      152082.52635653

cost:     3999588.89369400

cost:       45409.29892605

cost:      130660.26065101

cost:       45409.29892605

cost: 15792741855.63831139

cost: 15792741854.93873215

cost: 15792741854.93873215

cost: 15792741854.93873215

cost: 15792741854.93873215

cost: 15585127059.86308098

cost: 15585127059.86308098

cost: 20777426390.87064362

cost:      179092.82408461

cost:      321889.29133250

cost:     6468084.13129461

cost:      135284.26407280

cost:      111509.23575813

cost:      218748.46304142

cost:       44254.26106294

cost:      829828.89404782

cost:      419918.99340363

cost:      298462.73796076

cost:      368844.35313059

cost:       44254.26106294

cost:       47552.47120231

cost:    12195389.67994536

cost:      140894.61131231

cost:    21726761.74386877

cost:    11965948.71893334

cost:       47552.47120231

cost:      317659.76231031

cost:     8541207.38133015

cost:     9492055.07477932

cost:       45645.40809327

cost:      215893.36052494

cost:       41638.58492942

cost:    10285607.01535831

cost:    10488111.97827102

cost:       88570.75168836

cost:       41638.58492942

cost:      119223.37487866

cost:       41638.58492942

cost:       41638.58492942

cost:       41638.58492942

cost:       41638.58492942

cost:       41638.58492942

cost:       41638.58492942

cost:       41638.58492942

cost:       68895.47897283

cost:       41477.99023428

cost:      221855.57176581

cost:       36994.83885481

cost:       36994.83885481

cost:       36994.83885481

cost:       95783.60606576

cost:    13900051.26922019

cost:       36994.83885481

cost:      156557.71021965

cost:       40871.42819339

cost:       32335.33317576

cost:       38157.49918150

cost:       65783.63692445

cost:       33121.98384520

cost:       36971.92984002

cost:       36971.92984002

cost:      118101.99478968

cost:       48005.42474731

cost:       49798.14833168

cost:       49798.14833168

cost:       49798.14833168

cost:       49798.14833168

cost:       49798.14833168

cost:       49798.14833168

cost:       49798.14833168

cost:       48389.68692073

cost:       48732.96598512

cost:       39598.76795554

cost:       50193.22557898

cost:       46721.25175810

cost:       79855.18672543

cost:       79817.28836792

cost:       87658.10125409

cost:       41015.32199410

cost:       34478.98637048

cost:       34633.90230234

cost:      283771.39080076

cost:      264131.18021763

cost:       27818.87917397

cost:       53366.97596819

cost:       32456.00851329

cost:       47127.13753878

cost:       32456.00851329

cost:       51787.43728423

cost:       56660.41362861

cost:       32456.00851329

cost:       32456.00851329

cost:       37643.64904676

cost:       47362.88713895

cost:       37643.64904676

cost:       37643.64904676

cost:       38945.17398018

cost:       38945.17398018

cost:       46411.58663056

cost:       50526.01292924

cost:       38991.01906863

cost:       38991.01906863

cost:       36976.97491708

cost:       37445.85651056

cost:       37250.54687826

cost:       37070.71244405

cost:       37255.57927408

cost:       37067.26568914

cost:       37629.32981568

cost:       37067.26568914

cost:       37067.26568914

cost:       39083.72104437

cost:       40450.64243108

cost:       39793.29920013

cost:       39377.24911966

cost:       37067.26568914

cost:       38827.10329706

cost:       37067.26568914

cost:       37101.56613419

cost:       34977.31151683

cost:       33962.80266224

cost:       40734.34209268

cost:       35466.47947175

cost:       33962.80266224

cost:       34872.68809224

cost:       33962.80266224

cost:      149456.59656294

cost:       34250.34285123

cost:       39769.55250475

cost:       39769.55250475

cost:       39769.55250475

cost: 4500000003895753500000256.00000000

cost: 52631579156795088699392.00000000

cost:       35791.68137114

cost: 4500000003895753500000256.00000000

cost:       36385.32633570

cost: 4500000003895753500000256.00000000

cost: 33707865310207041077248.00000000

cost:       48469.32250335

cost:     1266635.54083122

cost: 67415730613098838491136.00000000

cost:       32291.43511130

cost:       31278.86566498

cost:       31626.40399174

cost:       31278.86566498

cost:       48869.86418259

cost:       46740.03889315

cost:       46376.60532437

cost: 92402464443355845623808.00000000

cost:       46376.60532437

cost:       43997.47164024

cost:       36825.33496540

cost:       44861.70241819

cost:       43851.45812674

cost: 125435540582598258458624.00000000

cost:       44882.05872997

cost:       43851.45812674

cost:       44545.73596575

cost:       43851.45812674

cost:       43851.45812674

cost:       51489.43930960

cost:       42837.80852898

cost:       42247.58348914

cost:       95405.11471079

cost:       43851.45812674

cost: 78397212863444904050688.00000000

cost:       63329.71107366

cost: 156794425740543475580928.00000000

cost:       58278.11657361

cost:       57697.42131893

cost:       69742.99364369

cost:       69742.99364369

cost:       43851.45812674

cost:       43851.45812674

cost: 4500000006920081565024256.00000000

cost: 1034843209510217039478784.00000000

cost:       69742.99363556

cost:       69742.99363556

cost:       69742.99363556

cost:       69742.99363556

cost:       58996.57525687

cost:       68409.27763835

cost: 329268292389552816914432.00000000

cost:      177029.10926794

cost:      588706.42723052

cost: 543939526659.54040527

cost:      342975.45246562

cost:      454012.42667174

cost:      884368.42063742

cost:      406268.20947548

cost:       46590.55226340

cost:       80616.84739452

cost:      117265.20583932

cost:       79870.24535321

cost:       51363.53424689

